2220	"applikasjon"
2221	"silketrykk"
2222	"pensjonat"
2223	"kaf‚er"
2224	"selskapslokaler"
2225	"overnattingsmuligeter"
2226	"enkeltrom"
2227	"veivakselsliping"
2228	"plansliping"
2229	"overhaling"
2230	"topplokkoverhaling"
2231	"sylinderboring"
2232	"motorservice"
2233	"motordeler"
2234	"motoroverhaling"
2235	"poteter"
2236	"frukt"
2237	"gr›nnsaker"
2238	"b‘r"
2239	"egg"
2240	"fiskegarn"
2241	"fiskegarn saltvann"
2242	"fiskegarn ferskvann"
2243	"fiskeutstyr"
2244	"tau"
2245	"fiskeliner"
2246	"koster"
2247	"tekniske koster"
2248	"roterende koster"
2249	"sylindriske koster"
2250	"sirkelkoster"
2251	"sv›mmebasseng"
2252	"doseringsutstyr"
2253	"renhold"
2254	"spesialrenhold"
2255	"hovedrengj›ring"
2256	"byggrengj›ring"
2257	"vinduspuss"
2258	"tepperens"
2259	"impregnering"
2260	"boning"
2261	"h›ytrykksrengj›ring"
2262	"fasaderengj›ring"
2263	"h›ytrykkspyling"
2266	"rehabilitering"
2267	"markiser"
2268	"persienner"
2270	"solfilter"
2271	"rullegardiner"
2272	"stoffrullegardiner"
2273	"lehaco"
2274	"haco"
2275	"tyverigitter"
2276	"innbruddsgitter"
2277	"gardinbrett"
2278	"vannanlegg"
2279	"kj›leanlegg"
2280	"fyringsanlegg"
2281	"vvs modernisering"
2282	"vvs reparasjon"
2283	"vvs planlegging"
2284	"vvs utstilling"
2285	"baderomsinnredning"
2286	"h›ytrykksstakning"
2287	"oljefyringsanlegg"
2288	"h›ytrykksrensing"
2289	"r›rhandel"
2290	"bygningsreparasjoner"
2291	"tilbygg"
2292	"nybygg"
2293	"d›rer"
2294	"vinduer"
2295	"kj›kkeninnredninger"
2296	"badinnredninger"
2297	"innredninger"
2298	"parkettgulv"
2299	"forskaling"
2300	"st›ping"
2301	"oljeanlegg"
2302	"lufteanlegg"
2303	"vvs reparasjoner"
2304	"baderomsinnredninger"
2305	"vannbehandling"
2306	"siling"
2307	"filtrering"
2308	"klor"
2309	"uv"
2310	"alkalisering"
2311	"r›ropplegg"
2312	"vannrenseanlegg"
2313	"vannrenseutstyr"
2314	"co2"
2315	"fullrensing"
2316	"pumping"
2317	"styring"
2318	"automatikk"
2319	"firmaopplysniger"
2321	"Konsulentvirksomhet"
2322	"Hudpleieprodukter"
2323	"kontorutstyr"
2324	"hyllesystemer"
2325	"reoler"
2326	"stativer"
2327	"kontorskap"
2328	"arkivreoler"
2329	"skjermvegger"
2330	"bilstereo"
2332	"drosjedataterminaler"
2333	"telekommunikasjonsutstyr"
2334	"mobiltelefoner"
2335	"radiokommunikasjonsutstyr"
2336	"konsulenttjenester"
2337	"kontorservice"
2338	"tekstbehandlingsservice"
2339	"›konomitjenester"
2341	"regnskap"
2342	"sekret‘rservice"
2343	"regnskapsservice"
2345	"restaurering"
2346	"grunnmur"
2347	"planlegging"
2348	"modernisering"
2349	"himlinger"
2350	"offsettrykk"
2351	"boktrykk"
2352	"sm†trykk"
2353	"trykksaker"
2354	"reklametrykk"
2355	"forretningstrykk"
2356	"fargetrykksaker"
2357	"fotosats"
2358	"profilering"
2360	"reklamemateriell"
2362	"administrative systemer"
2363	"datakommunikasjonsutstyr"
2364	"datamaskiner"
2365	"datautstyr"
2366	"elektrosystemer"
2367	"automatiseringssystemer"
2368	"styresystemer"
2369	"reservekraftanlegg"
2370	"elektroinstallasjon"
2371	"campingvogner"
2372	"gatekj›kken"
2373	"fiskekort"
2374	"alpinkort"
2375	"hytteutleie"
2376	"fiskemuligheter"
2377	"blankettsystemer"
2378	"datablanketter"
2379	"snappsett"
2380	"giroblanketter"
2381	"originalarbeide"
2382	"sats"
2384	"brosjyrer"
2385	"brevark"
2386	"konvolutter"
2387	"plakater"
2388	"omslag"
2389	"spesialtrykksaker"
2390	"simonsen"
2391	"billakkering"
2392	"biloppretting"
2393	"bilservice"
2394	"tjenesteopplysninger"
2396	"kopiering"
2397	"arkitektkopiering"
2398	"reproduksjon"
2399	"lyskopiering"
2400	"hurtigkopiering"
2401	"fargekopiering"
2402	"ergonomiske computere"
2403	"computere"
2404	"oppstillingssystemer"
2405	"datam›bler"
2407	"flerbrukerarbeidsplasser"
